value,hour,day,month,year
0.65,11,7,1,2016
0.66,12,7,1,2016
0.47,13,7,1,2016
0.79,14,7,1,2016
0.17,16,7,1,2016
0.23,17,7,1,2016
0.23,18,7,1,2016
0.09,19,7,1,2016
0.17,20,7,1,2016
0.07,21,7,1,2016
0.02,22,7,1,2016
0.05,23,7,1,2016
0.04,0,1,1,2016
0.04,7,1,1,2016
0.08,8,1,1,2016
0.04,9,1,1,2016
0.02,10,1,1,2016
0.22,20,1,1,2016
0.08,21,1,1,2016
0.03,0,2,1,2016
0.02,7,2,1,2016
0.17,8,2,1,2016
0.06,9,2,1,2016
0.02,12,2,1,2016
0.02,13,2,1,2016
0.03,15,2,1,2016
0.06,18,2,1,2016
0.14,19,2,1,2016
0.14,20,2,1,2016
0.07,21,2,1,2016
0.01,23,2,1,2016
0.02,0,3,1,2016
0.01,7,3,1,2016
0.14,8,3,1,2016
0.13,9,3,1,2016
0.17,10,3,1,2016
0.14,11,3,1,2016
0.16,13,3,1,2016
0.12,14,3,1,2016
0.11,15,3,1,2016
0.18,16,3,1,2016
0.07,18,3,1,2016
0.1,19,3,1,2016
0.02,20,3,1,2016
0.06,21,3,1,2016
0.01,22,3,1,2016
0.05,23,3,1,2016
0.02,1,4,1,2016
0.01,2,4,1,2016
0.02,7,4,1,2016
0.04,8,4,1,2016
0.12,11,4,1,2016
0.1,12,4,1,2016
0.14,13,4,1,2016
0.03,14,4,1,2016
0.01,15,4,1,2016
0.01,17,4,1,2016
0.05,19,4,1,2016
0.03,20,4,1,2016
0.04,21,4,1,2016
0.05,22,4,1,2016
0.03,23,4,1,2016
0.03,7,5,1,2016
0.11,8,5,1,2016
0.03,9,5,1,2016
0.01,18,5,1,2016
0.07,19,5,1,2016
0.13,20,5,1,2016
0.08,21,5,1,2016
0.05,22,5,1,2016
0.01,23,5,1,2016
0.02,1,6,1,2016
0.05,8,6,1,2016
0.18,9,6,1,2016
0.12,10,6,1,2016
0.06,11,6,1,2016
0.06,12,6,1,2016
0.29,13,6,1,2016
0.17,14,6,1,2016
0.09,15,6,1,2016
0.09,16,6,1,2016
0.41,17,6,1,2016
0.51,18,6,1,2016
0.47,19,6,1,2016
0.24,20,6,1,2016
0.12,21,6,1,2016
0.01,23,6,1,2016
0.03,0,7,1,2016
0.01,1,7,1,2016
0.11,9,7,1,2016
0.28,10,7,1,2016
0.13,11,7,1,2016
0.06,12,7,1,2016
0.02,13,7,1,2016
0.15,14,7,1,2016
0.02,15,7,1,2016
0.08,17,7,1,2016
0.04,18,7,1,2016
0.16,19,7,1,2016
0.1,20,7,1,2016
0.03,1,1,2,2016
0.09,7,1,2,2016
0.1,8,1,2,2016
0.03,9,1,2,2016
0.01,10,1,2,2016
0.01,13,1,2,2016
0.01,14,1,2,2016
0.03,17,1,2,2016
0.06,19,1,2,2016
0.09,20,1,2,2016
0.07,21,1,2,2016
0.02,23,1,2,2016
0.01,0,2,2,2016
0.01,1,2,2,2016
0.03,7,2,2,2016
0.12,8,2,2,2016
0.07,9,2,2,2016
0.02,10,2,2,2016
0.03,11,2,2,2016
0.01,12,2,2,2016
0.07,13,2,2,2016
0.08,14,2,2,2016
0.26,15,2,2,2016
0.44,16,2,2,2016
0.04,17,2,2,2016
0.03,19,2,2,2016
0.16,20,2,2,2016
0.06,21,2,2,2016
0.01,22,2,2,2016
0.06,23,2,2,2016
0.01,0,3,2,2016
0.05,8,3,2,2016
0.21,9,3,2,2016
0.2,10,3,2,2016
0.2,11,3,2,2016
0.09,13,3,2,2016
0.14,14,3,2,2016
0.31,15,3,2,2016
0.06,17,3,2,2016
0.09,19,3,2,2016
0.07,20,3,2,2016
0.03,21,3,2,2016
0.01,22,3,2,2016
0.02,23,3,2,2016
0.02,0,4,2,2016
0.03,2,4,2,2016
0.05,7,4,2,2016
0.11,8,4,2,2016
0.13,9,4,2,2016
0.2,10,4,2,2016
0.1,11,4,2,2016
0.14,12,4,2,2016
0.07,13,4,2,2016
0.05,14,4,2,2016
0.01,15,4,2,2016
0.02,16,4,2,2016
0.01,17,4,2,2016
0.05,18,4,2,2016
0.12,19,4,2,2016
0.01,20,4,2,2016
0.03,21,4,2,2016
0.01,22,4,2,2016
0.01,23,4,2,2016
0.03,1,5,2,2016
0.01,3,5,2,2016
0.03,7,5,2,2016
0.03,8,5,2,2016
0.26,9,5,2,2016
0.06,10,5,2,2016
0.01,11,5,2,2016
0.09,12,5,2,2016
0.08,13,5,2,2016
0.22,14,5,2,2016
0.1,15,5,2,2016
0.02,18,5,2,2016
0.1,19,5,2,2016
0.14,20,5,2,2016
0.08,21,5,2,2016
0.02,22,5,2,2016
0.03,23,5,2,2016
0.06,0,6,2,2016
0.03,1,6,2,2016
0.01,9,6,2,2016
0.11,10,6,2,2016
0.24,11,6,2,2016
0.03,12,6,2,2016
0.11,14,6,2,2016
0.12,15,6,2,2016
0.02,17,6,2,2016
0.02,19,6,2,2016
0.03,20,6,2,2016
0.01,1,7,2,2016
0.06,11,7,2,2016
0.17,13,7,2,2016
0.17,14,7,2,2016
0.08,15,7,2,2016
0.11,16,7,2,2016
0.25,17,7,2,2016
0.06,18,7,2,2016
0.23,19,7,2,2016
0.07,20,7,2,2016
0.06,21,7,2,2016
0.01,22,7,2,2016
0.02,23,7,2,2016
0.03,0,1,2,2016
0.08,7,1,2,2016
0.09,8,1,2,2016
0.01,9,1,2,2016
0.02,12,1,2,2016
0.01,13,1,2,2016
0.02,14,1,2,2016
0.14,19,1,2,2016
0.05,20,1,2,2016
0.08,21,1,2,2016
0.01,22,1,2,2016
0.01,23,1,2,2016
0.06,0,2,2,2016
0.01,5,2,2,2016
0.01,6,2,2,2016
0.02,7,2,2,2016
0.01,8,2,2,2016
0.01,9,2,2,2016
0.05,18,2,2,2016
0.03,19,2,2,2016
0.13,20,2,2,2016
0.06,21,2,2,2016
0.05,22,2,2,2016
0.02,23,2,2,2016
0.01,1,3,2,2016
0.11,8,3,2,2016
0.15,9,3,2,2016
0.14,10,3,2,2016
0.01,11,3,2,2016
0.1,13,3,2,2016
0.11,14,3,2,2016
0.1,15,3,2,2016
0.03,0,4,2,2016
0.02,6,4,2,2016
0.05,7,4,2,2016
0.08,8,4,2,2016
0.05,9,4,2,2016
0.09,19,4,2,2016
0.16,20,4,2,2016
0.09,21,4,2,2016
0.01,23,4,2,2016
0.01,0,5,2,2016
0.01,1,5,2,2016
0.05,7,5,2,2016
0.04,8,5,2,2016
0.03,9,5,2,2016
0.01,10,5,2,2016
0.01,11,5,2,2016
0.01,16,5,2,2016
0.01,17,5,2,2016
0.01,18,5,2,2016
0.04,19,5,2,2016
0.16,20,5,2,2016
0.11,21,5,2,2016
0.01,22,5,2,2016
0.03,0,6,2,2016
0.13,8,6,2,2016
0.24,9,6,2,2016
0.06,10,6,2,2016
0.13,11,6,2,2016
0.11,12,6,2,2016
0.19,13,6,2,2016
0.34,14,6,2,2016
0.02,15,6,2,2016
0.05,16,6,2,2016
0.17,17,6,2,2016
0.26,18,6,2,2016
0.36,19,6,2,2016
0.21,20,6,2,2016
0.1,21,6,2,2016
0.06,22,6,2,2016
0.03,1,7,2,2016
0.09,8,7,2,2016
0.1,9,7,2,2016
0.17,10,7,2,2016
0.07,12,7,2,2016
0.16,13,7,2,2016
0.15,14,7,2,2016
0.01,15,7,2,2016
0.15,16,7,2,2016
0.16,17,7,2,2016
0.04,18,7,2,2016
0.1,19,7,2,2016
0.09,20,7,2,2016
0.07,21,7,2,2016
0.02,22,7,2,2016
0.03,23,7,2,2016
0.04,7,1,2,2016
0.08,8,1,2,2016
0.09,9,1,2,2016
0.03,11,1,2,2016
0.01,12,1,2,2016
0.08,13,1,2,2016
0.01,14,1,2,2016
0.01,15,1,2,2016
0.03,17,1,2,2016
0.05,19,1,2,2016
0.06,20,1,2,2016
0.06,21,1,2,2016
0.03,22,1,2,2016
0.05,23,1,2,2016
0.06,0,2,2,2016
0.01,6,2,2,2016
0.07,7,2,2,2016
0.05,8,2,2,2016
0.13,9,2,2,2016
0.1,10,2,2,2016
0.02,13,2,2,2016
0.11,19,2,2,2016
0.12,20,2,2,2016
0.06,21,2,2,2016
0.01,22,2,2,2016
0.01,23,2,2,2016
0.03,0,3,2,2016
0.11,8,3,2,2016
0.2,9,3,2,2016
0.15,10,3,2,2016
0.1,11,3,2,2016
0.1,13,3,2,2016
0.19,14,3,2,2016
0.21,15,3,2,2016
0.12,16,3,2,2016
0.14,18,3,2,2016
0.09,19,3,2,2016
0.09,20,3,2,2016
0.06,21,3,2,2016
0.01,22,3,2,2016
0.02,23,3,2,2016
0.01,5,4,2,2016
0.01,6,4,2,2016
0.03,7,4,2,2016
0.09,8,4,2,2016
0.01,9,4,2,2016
0.03,12,4,2,2016
0.02,13,4,2,2016
0.04,15,4,2,2016
0.02,16,4,2,2016
0.01,17,4,2,2016
0.02,19,4,2,2016
0.04,20,4,2,2016
0.07,21,4,2,2016
0.06,22,4,2,2016
0.03,0,5,2,2016
0.01,11,5,2,2016
0.01,12,5,2,2016
0.15,13,5,2,2016
0.05,14,5,2,2016
0.08,19,5,2,2016
0.12,20,5,2,2016
0.09,21,5,2,2016
0.03,22,5,2,2016
0.01,0,6,2,2016
0.15,13,7,2,2016
0.16,14,7,2,2016
0.06,16,7,2,2016
0.01,20,7,2,2016
0.16,21,7,2,2016
0.06,22,7,2,2016
0.02,23,7,2,2016
0.06,7,1,2,2016
0.07,8,1,2,2016
0.11,9,1,2,2016
0.12,10,1,2,2016
0.02,11,1,2,2016
0.11,13,1,2,2016
0.18,14,1,2,2016
0.05,15,1,2,2016
0.07,16,1,2,2016
0.33,17,1,2,2016
0.29,18,1,2,2016
0.06,19,1,2,2016
0.09,20,1,2,2016
0.06,21,1,2,2016
0.02,22,1,2,2016
0.03,23,1,2,2016
0.01,6,2,2,2016
0.04,7,2,2,2016
0.07,8,2,2,2016
0.09,9,2,2,2016
0.09,10,2,2,2016
0.06,11,2,2,2016
0.11,12,2,2,2016
0.11,13,2,2,2016
0.07,14,2,2,2016
0.03,15,2,2,2016
0.04,16,2,2,2016
0.1,18,2,2,2016
0.06,19,2,2,2016
0.11,20,2,2,2016
0.03,21,2,2,2016
0.01,22,2,2,2016
0.02,0,3,2,2016
0.07,8,3,2,2016
0.13,9,3,2,2016
0.16,10,3,2,2016
0.14,11,3,2,2016
0.07,13,3,2,2016
0.13,14,3,2,2016
0.09,15,3,2,2016
0.05,16,3,2,2016
0.04,19,3,2,2016
0.1,20,3,2,2016
0.06,21,3,2,2016
0.03,22,3,2,2016
0.01,23,3,2,2016
0.04,0,4,2,2016
0.03,7,4,2,2016
0.04,8,4,2,2016
0.17,9,4,2,2016
0.04,17,4,2,2016
0.07,18,4,2,2016
0.03,19,4,2,2016
0.13,20,4,2,2016
0.07,21,4,2,2016
0.02,22,4,2,2016
0.01,23,4,2,2016
0.01,1,5,2,2016
0.01,6,5,2,2016
0.03,7,5,2,2016
0.14,9,5,2,2016
0.18,10,5,2,2016
0.16,11,5,2,2016
0.05,12,5,2,2016
0.07,13,5,2,2016
0.17,14,5,2,2016
0.03,15,5,2,2016
0.06,16,5,2,2016
0.03,17,5,2,2016
0.06,18,5,2,2016
0.19,19,5,2,2016
0.07,20,5,2,2016
0.15,21,5,2,2016
0.11,22,5,2,2016
0.04,23,5,2,2016
0.01,0,6,2,2016
0.02,1,6,2,2016
0.03,8,6,2,2016
0.15,9,6,2,2016
0.19,10,6,2,2016
0.02,11,6,2,2016
0.01,12,6,2,2016
0.22,13,6,2,2016
0.12,14,6,2,2016
0.19,15,6,2,2016
0.01,16,6,2,2016
0.06,19,6,2,2016
0.33,20,6,2,2016
0.13,21,6,2,2016
0.03,22,6,2,2016
0.01,23,6,2,2016
0.01,2,7,2,2016
0.01,8,7,2,2016
0.09,9,7,2,2016
0.27,10,7,2,2016
0.11,11,7,2,2016
0.01,12,7,2,2016
0.07,13,7,2,2016
0.15,14,7,2,2016
0.07,15,7,2,2016
0.29,16,7,2,2016
0.13,17,7,2,2016
0.07,18,7,2,2016
0.21,19,7,2,2016
0.03,20,7,2,2016
0.01,22,7,2,2016
0.01,23,7,2,2016
0.02,0,1,2,2016
0.01,7,1,2,2016
0.14,8,1,2,2016
0.23,9,1,2,2016
0.25,10,1,2,2016
0.05,13,1,2,2016
0.22,14,1,2,2016
0.1,15,1,2,2016
0.04,18,1,2,2016
0.13,20,1,2,2016
0.1,21,1,2,2016
0.02,22,1,2,2016
0.02,0,2,3,2016
0.07,8,2,3,2016
0.14,21,2,3,2016
0.02,23,2,3,2016
0.04,0,3,3,2016
0.02,1,3,3,2016
0.12,9,3,3,2016
0.1,10,3,3,2016
0.05,11,3,3,2016
0.05,13,3,3,2016
0.24,14,3,3,2016
0.18,15,3,3,2016
0.11,18,3,3,2016
0.06,19,3,3,2016
0.1,20,3,3,2016
0.06,21,3,3,2016
0.01,23,3,3,2016
0.01,0,4,3,2016
0.02,1,4,3,2016
0.07,8,4,3,2016
0.2,9,4,3,2016
0.04,10,4,3,2016
0.02,11,4,3,2016
0.03,13,4,3,2016
0.13,14,4,3,2016
0.08,15,4,3,2016
0.06,16,4,3,2016
0.12,17,4,3,2016
0.04,19,4,3,2016
0.1,20,4,3,2016
0.02,21,4,3,2016
0.01,23,4,3,2016
0.01,0,5,3,2016
0.01,1,5,3,2016
0.09,8,5,3,2016
0.07,9,5,3,2016
0.05,10,5,3,2016
0.04,13,5,3,2016
0.01,14,5,3,2016
0.01,15,5,3,2016
0.05,16,5,3,2016
0.18,18,5,3,2016
0.04,21,5,3,2016
0.16,22,5,3,2016
0.01,23,5,3,2016
0.01,0,6,3,2016
0.01,8,6,3,2016
0.07,9,6,3,2016
0.08,10,6,3,2016
0.42,11,6,3,2016
0.03,12,6,3,2016
0.04,13,6,3,2016
0.13,14,6,3,2016
0.02,15,6,3,2016
0.06,16,6,3,2016
0.12,17,6,3,2016
0.15,18,6,3,2016
0.1,19,6,3,2016
0.02,2,7,3,2016
0.02,9,7,3,2016
0.07,10,7,3,2016
0.21,11,7,3,2016
0.06,12,7,3,2016
0.08,14,7,3,2016
0.13,15,7,3,2016
0.03,16,7,3,2016
0.04,18,7,3,2016
0.25,19,7,3,2016
0.18,20,7,3,2016
0.11,21,7,3,2016
0.01,22,7,3,2016
0.03,23,7,3,2016
0.01,0,1,3,2016
0.01,6,1,3,2016
0.02,7,1,3,2016
0.05,8,1,3,2016
0.08,9,1,3,2016
0.02,14,1,3,2016
0.01,15,1,3,2016
0.01,18,1,3,2016
0.06,19,1,3,2016
0.15,20,1,3,2016
0.08,21,1,3,2016
0.03,22,1,3,2016
0.02,23,1,3,2016
0.01,0,2,3,2016
0.03,7,2,3,2016
0.03,8,2,3,2016
0.03,9,2,3,2016
0.08,19,2,3,2016
0.11,20,2,3,2016
0.08,21,2,3,2016
0.01,23,2,3,2016
0.01,0,3,3,2016
0.13,9,3,3,2016
0.04,10,3,3,2016
0.07,11,3,3,2016
0.07,12,3,3,2016
0.05,13,3,3,2016
0.1,14,3,3,2016
0.06,15,3,3,2016
0.03,16,3,3,2016
0.02,17,3,3,2016
0.02,19,3,3,2016
0.21,20,3,3,2016
0.08,21,3,3,2016
0.04,0,4,3,2016
0.01,1,4,3,2016
0.03,7,4,3,2016
0.1,8,4,3,2016
0.03,9,4,3,2016
0.04,19,4,3,2016
0.02,20,4,3,2016
0.06,21,4,3,2016
0.03,22,4,3,2016
0.02,23,4,3,2016
0.03,0,5,3,2016
0.01,1,5,3,2016
0.13,8,5,3,2016
0.03,9,5,3,2016
0.03,10,5,3,2016
0.03,11,5,3,2016
0.03,13,5,3,2016
0.07,14,5,3,2016
0.02,15,5,3,2016
0.02,17,5,3,2016
0.08,19,5,3,2016
0.15,20,5,3,2016
0.27,21,5,3,2016
0.17,22,5,3,2016
0.07,23,5,3,2016
0.01,0,6,3,2016
0.14,9,6,3,2016
0.18,10,6,3,2016
0.08,11,6,3,2016
0.01,13,6,3,2016
0.13,14,6,3,2016
0.08,15,6,3,2016
0.1,16,6,3,2016
0.04,19,6,3,2016
0.21,20,6,3,2016
0.05,21,6,3,2016
0.02,0,7,3,2016
0.01,1,7,3,2016
0.03,9,7,3,2016
0.13,10,7,3,2016
0.32,11,7,3,2016
0.33,12,7,3,2016
0.49,13,7,3,2016
0.24,14,7,3,2016
0.11,15,7,3,2016
0.06,16,7,3,2016
0.02,17,7,3,2016
0.05,19,7,3,2016
0.05,20,7,3,2016
0.04,21,7,3,2016
0.05,0,1,3,2016
0.01,7,1,3,2016
0.1,8,1,3,2016
0.03,9,1,3,2016
0.02,12,1,3,2016
0.01,13,1,3,2016
0.01,19,1,3,2016
0.07,20,1,3,2016
0.07,21,1,3,2016
0.01,22,1,3,2016
0.02,23,1,3,2016
0.02,0,2,3,2016
0.01,6,2,3,2016
0.03,7,2,3,2016
0.11,8,2,3,2016
0.01,9,2,3,2016
0.01,13,2,3,2016
0.02,15,2,3,2016
0.02,18,2,3,2016
0.03,19,2,3,2016
0.09,20,2,3,2016
0.06,21,2,3,2016
0.01,23,2,3,2016
0.01,0,3,3,2016
0.01,1,3,3,2016
0.24,8,3,3,2016
0.17,9,3,3,2016
0.21,10,3,3,2016
0.11,11,3,3,2016
0.01,12,3,3,2016
0.04,13,3,3,2016
0.14,14,3,3,2016
0.03,15,3,3,2016
0.15,16,3,3,2016
0.02,17,3,3,2016
0.05,19,3,3,2016
0.14,20,3,3,2016
0.09,21,3,3,2016
0.01,23,3,3,2016
0.01,0,4,3,2016
0.02,2,4,3,2016
0.06,7,4,3,2016
0.14,8,4,3,2016
0.14,9,4,3,2016
0.12,10,4,3,2016
0.01,11,4,3,2016
0.01,13,4,3,2016
0.17,14,4,3,2016
0.04,15,4,3,2016
0.02,17,4,3,2016
0.01,18,4,3,2016
0.01,19,4,3,2016
0.16,20,4,3,2016
0.08,21,4,3,2016
0.02,23,4,3,2016
0.04,7,5,3,2016
0.11,8,5,3,2016
0.14,9,5,3,2016
0.03,10,5,3,2016
0.05,11,5,3,2016
0.09,12,5,3,2016
0.02,13,5,3,2016
0.04,14,5,3,2016
0.01,15,5,3,2016
0.02,16,5,3,2016
0.04,18,5,3,2016
0.02,19,5,3,2016
0.13,20,5,3,2016
0.09,21,5,3,2016
0.02,22,5,3,2016
0.02,0,6,3,2016
0.01,3,6,3,2016
0.03,8,6,3,2016
0.09,9,6,3,2016
0.09,10,6,3,2016
0.18,11,6,3,2016
0.23,12,6,3,2016
0.13,13,6,3,2016
0.09,14,6,3,2016
0.12,15,6,3,2016
0.18,16,6,3,2016
0.07,17,6,3,2016
0.11,18,6,3,2016
0.01,19,6,3,2016
0.1,20,6,3,2016
0.06,21,6,3,2016
0.01,22,6,3,2016
0.01,23,6,3,2016
0.01,0,7,3,2016
0.03,8,7,3,2016
0.04,9,7,3,2016
0.22,10,7,3,2016
0.14,11,7,3,2016
0.39,12,7,3,2016
0.05,13,7,3,2016
0.05,19,7,3,2016
0.19,20,7,3,2016
0.05,21,7,3,2016
0.01,22,7,3,2016
0.02,23,7,3,2016
0.03,0,1,3,2016
0.02,7,1,3,2016
0.02,8,1,3,2016
0.03,9,1,3,2016
0.05,13,1,3,2016
0.02,17,1,3,2016
0.01,18,1,3,2016
0.1,19,1,3,2016
0.27,20,1,3,2016
0.03,21,1,3,2016
0.03,22,1,3,2016
0.01,23,1,3,2016
0.02,0,2,3,2016
0.03,7,2,3,2016
0.08,8,2,3,2016
0.01,9,2,3,2016
0.01,10,2,3,2016
0.01,18,2,3,2016
0.14,20,2,3,2016
0.06,21,2,3,2016
0.01,22,2,3,2016
0.01,23,2,3,2016
0.01,0,3,3,2016
0.02,1,3,3,2016
0.07,9,3,3,2016
0.1,10,3,3,2016
0.09,11,3,3,2016
0.06,12,3,3,2016
0.01,13,3,3,2016
0.09,14,3,3,2016
0.03,15,3,3,2016
0.36,16,3,3,2016
0.09,17,3,3,2016
0.01,18,3,3,2016
0.01,19,3,3,2016
0.14,20,3,3,2016
0.05,21,3,3,2016
0.01,23,3,3,2016
0.03,0,4,3,2016
0.01,1,4,3,2016
0.05,7,4,3,2016
0.11,8,4,3,2016
0.01,9,4,3,2016
0.01,12,4,3,2016
0.01,14,4,3,2016
0.01,16,4,3,2016
0.02,19,4,3,2016
0.3,20,4,3,2016
0.06,21,4,3,2016
0.04,22,4,3,2016
0.03,23,4,3,2016
0.06,7,5,3,2016
0.11,8,5,3,2016
0.04,9,5,3,2016
0.01,12,5,3,2016
0.01,13,5,3,2016
0.07,14,5,3,2016
0.04,18,5,3,2016
0.01,19,5,3,2016
0.07,17,7,3,2016
0.01,18,7,3,2016
0.02,19,7,3,2016
0.17,20,7,3,2016
0.09,21,7,3,2016
0.01,23,7,3,2016
0.02,0,1,3,2016
0.01,7,1,3,2016
0.01,9,1,3,2016
0.16,10,1,3,2016
0.32,11,1,3,2016
0.37,12,1,3,2016
0.02,13,1,3,2016
0.1,14,1,3,2016
0.11,15,1,3,2016
0.14,16,1,3,2016
0.14,17,1,3,2016
0.01,18,1,3,2016
0.03,19,1,3,2016
0.1,20,1,3,2016
0.08,21,1,3,2016
0.01,22,1,3,2016
0.04,23,1,3,2016
0.08,0,2,3,2016
0.06,7,2,3,2016
0.01,8,2,3,2016
0.04,9,2,3,2016
0.01,13,2,3,2016
0.01,15,2,3,2016
0.04,19,2,3,2016
0.11,20,2,3,2016
0.08,21,2,3,2016
0.01,23,2,3,2016
0.01,0,3,3,2016
0.01,3,3,3,2016
0.01,8,3,3,2016
0.18,9,3,3,2016
0.14,10,3,3,2016
0.12,11,3,3,2016
0.05,13,3,3,2016
0.27,14,3,3,2016
0.01,15,3,3,2016
0.09,17,3,3,2016
0.02,18,3,3,2016
0.03,19,3,3,2016
0.12,20,3,3,2016
0.06,21,3,3,2016
0.01,22,3,3,2016
0.06,0,4,3,2016
0.01,7,4,3,2016
0.08,8,4,3,2016
0.03,9,4,3,2016
0.02,10,4,3,2016
0.02,12,4,3,2016
0.01,13,4,3,2016
0.01,14,4,3,2016
0.01,15,4,3,2016
0.13,19,4,3,2016
0.34,20,4,3,2016
0.06,22,4,3,2016
0.04,23,4,3,2016
0.03,0,5,4,2016
0.07,8,5,4,2016
0.02,9,5,4,2016
0.01,12,5,4,2016
0.03,13,5,4,2016
0.12,14,5,4,2016
0.01,16,5,4,2016
0.01,17,5,4,2016
0.03,18,5,4,2016
0.18,20,5,4,2016
0.11,21,5,4,2016
0.06,22,5,4,2016
0.01,1,6,4,2016
0.24,9,6,4,2016
0.04,10,6,4,2016
0.16,13,6,4,2016
0.14,14,6,4,2016
0.09,16,6,4,2016
0.02,17,6,4,2016
0.01,18,6,4,2016
0.26,19,6,4,2016
0.24,20,6,4,2016
0.22,21,6,4,2016
0.18,22,6,4,2016
0.01,23,6,4,2016
0.02,0,7,4,2016
0.01,1,7,4,2016
0.07,9,7,4,2016
0.14,10,7,4,2016
0.3,11,7,4,2016
0.25,12,7,4,2016
0.43,13,7,4,2016
0.22,14,7,4,2016
0.09,15,7,4,2016
0.04,16,7,4,2016
0.01,20,7,4,2016
0.15,21,7,4,2016
0.08,22,7,4,2016
0.02,23,7,4,2016
0.01,0,1,4,2016
0.07,7,1,4,2016
0.05,8,1,4,2016
0.04,9,1,4,2016
0.02,12,1,4,2016
0.01,13,1,4,2016
0.03,14,1,4,2016
0.02,16,1,4,2016
0.03,18,1,4,2016
0.04,19,1,4,2016
0.05,20,1,4,2016
0.06,21,1,4,2016
0.01,23,1,4,2016
0.02,7,2,4,2016
0.06,8,2,4,2016
0.02,9,2,4,2016
0.05,20,2,4,2016
0.04,21,2,4,2016
0.04,22,2,4,2016
0.01,7,3,4,2016
0.13,9,3,4,2016
0.08,10,3,4,2016
0.01,11,3,4,2016
0.03,13,3,4,2016
0.02,14,3,4,2016
0.03,17,3,4,2016
0.03,18,3,4,2016
0.06,20,3,4,2016
0.04,21,3,4,2016
0.01,23,3,4,2016
0.01,0,4,4,2016
0.01,1,4,4,2016
0.12,8,4,4,2016
0.01,9,4,4,2016
0.01,13,4,4,2016
0.04,20,4,4,2016
0.09,21,4,4,2016
0.01,23,4,4,2016
0.12,8,5,4,2016
0.04,9,5,4,2016
0.01,10,5,4,2016
0.03,13,5,4,2016
0.14,14,5,4,2016
0.04,15,5,4,2016
0.02,17,5,4,2016
0.01,18,5,4,2016
0.01,19,5,4,2016
0.3,20,5,4,2016
0.25,21,5,4,2016
0.06,22,5,4,2016
0.01,23,5,4,2016
0.01,0,6,4,2016
0.01,1,6,4,2016
0.01,2,6,4,2016
0.03,9,6,4,2016
0.16,10,6,4,2016
0.23,11,6,4,2016
0.01,12,6,4,2016
0.06,13,6,4,2016
0.1,14,6,4,2016
0.06,17,6,4,2016
0.01,19,6,4,2016
0.23,20,6,4,2016
0.34,21,6,4,2016
0.16,22,6,4,2016
0.04,1,7,4,2016
0.03,8,7,4,2016
0.22,9,7,4,2016
0.28,10,7,4,2016
0.1,11,7,4,2016
0.19,13,7,4,2016
0.25,14,7,4,2016
0.06,17,7,4,2016
0.01,19,7,4,2016
0.11,20,7,4,2016
0.09,21,7,4,2016
0.01,23,7,4,2016
0.01,6,1,4,2016
0.04,7,1,4,2016
0.13,8,1,4,2016
0.04,9,1,4,2016
0.01,12,1,4,2016
0.02,13,1,4,2016
0.03,14,1,4,2016
0.01,15,1,4,2016
0.02,17,1,4,2016
0.02,19,1,4,2016
0.21,20,1,4,2016
0.06,21,1,4,2016
0.01,22,1,4,2016
0.03,23,1,4,2016
0.02,7,2,4,2016
0.04,8,2,4,2016
0.01,9,2,4,2016
0.03,19,2,4,2016
0.08,20,2,4,2016
0.12,21,2,4,2016
